4.967141530112326731e-01,-1.382643011711846559e-01
6.476885381006924902e-01,1.523029856408025351e+00
-2.341533747233359719e-01,-2.341369569491805469e-01
1.579212815507391454e+00,7.674347291529087789e-01
-4.694743859349521098e-01,5.425600435859646575e-01
-4.634176928124622563e-01,-4.657297535702568658e-01
2.419622715660341150e-01,-1.913280244657797891e+00
-1.724917832513032767e+00,-5.622875292409726944e-01
-1.012831120334423796e+00,3.142473325952738761e-01
-9.080240755212111159e-01,-1.412303701335291706e+00
1.465648768921554046e+00,-2.257763004865356582e-01
6.752820468792383735e-02,-1.424748186213456780e+00
-5.443827245251826596e-01,1.109225897098660846e-01
-1.150993577422302794e+00,3.756980183456719580e-01
-6.006386899188049799e-01,-2.916937497932767798e-01
-6.017066122293969199e-01,1.852278184508937775e+00
-1.349722473793391400e-02,-1.057710928955899909e+00
8.225449121031890298e-01,-1.220843649971022238e+00
2.088635950047554035e-01,-1.959670123879775572e+00
-1.328186048898430505e+00,1.968612358691235187e-01
